mu0,mu1,mu2,C,CV,Ln,CV_SP,Ln_SP,mu3
-1.0,-0.9999999999999996,-0.999999999999964,-0.36,0.0,0.5,0.0,0.5,-0.999999999995
-1.0,-0.999999999999999,-0.9999999999999387,-0.36631144423667217,-0.9297559975648034,1.766960111845084,0.0,0.5,-0.9999999999923791
-1.0,-0.9999999999999983,-0.9999999999998955,-0.3598767404807337,-1.1509208487297276,2.5853924027130666,0.0,0.5,-0.9999999999878121
-0.9999999999999999,-0.9999999999999976,-0.999999999999831,-0.3654185780730911,-1.1728889982618427,3.0022318971893664,0.0,0.5,-0.9999999999813184
-0.9999999999999999,-0.9999999999999964,-0.9999999999997354,-0.38424126634126754,-1.0857689966465864,2.9505389267280497,0.0,0.5,-0.9999999999702087
-0.9999999999999999,-0.9999999999999948,-0.9999999999995981,-0.39370139209756905,-0.9993119472820581,2.6396136769407406,0.0,0.5,-0.9999999999552879
-0.9999999999999998,-0.9999999999999923,-0.9999999999994229,-0.3943190463628682,-0.9103736976452536,2.3932041603372243,0.0,0.5,-0.9999999999339194
-0.9999999999999997,-0.9999999999999887,-0.9999999999991753,-0.42553976172534413,-0.8406769967025525,2.0473722611081877,0.0,0.5,-0.9999999999053613
-0.9999999999999994,-0.9999999999999843,-0.9999999999988778,-0.45281428326501216,-0.8213071696793224,1.7837807848570422,0.0,0.5,-0.9999999998699312
-0.9999999999999992,-0.9999999999999781,-0.9999999999985324,-0.46463657050221085,-0.8178811206873314,1.709271416967554,0.0,0.5,-0.9999999998354994
-0.9999999999999989,-0.9999999999999709,-0.999999999998128,-0.49928944516356943,-0.8083230044772047,1.5488584540623096,0.0,0.5,-0.9999999997903528
-0.9999999999999984,-0.9999999999999629,-0.9999999999977268,-0.5198971015542457,-0.7933285662473428,1.3848409925216316,0.0,0.5,-0.999999999753425
-0.9999999999999981,-0.9999999999999564,-0.9999999999973505,-0.5404095727076388,-0.7685739761011904,1.2714240842343556,0.0,0.5,-0.9999999997196016
-0.9999999999999977,-0.9999999999999485,-0.9999999999970199,-0.5721561572668693,-0.7477875724799143,1.1643428389401236,0.0,0.5,-0.9999999996836669
-0.9999999999999972,-0.9999999999999412,-0.9999999999967395,-0.5914124518219372,-0.7365572851198072,1.0966824010800336,0.0,0.5,-0.9999999996519283
-0.9999999999999968,-0.9999999999999372,-0.9999999999964704,-0.5941929137924169,-0.7029461108708535,0.942017036851097,0.0,0.5,-0.9999999996303621
-0.9999999999999963,-0.9999999999999313,-0.9999999999962839,-0.6229413599044586,-0.680087664445383,0.911202763951777,0.0,0.5,-0.9999999996102393
-0.999999999999996,-0.9999999999999275,-0.9999999999960876,-0.6274947425333364,-0.6587520733280816,0.8078981019644513,0.0,0.5,-0.9999999996047289
-0.9999999999999957,-0.999999999999922,-0.9999999999958537,-0.6371956385931988,-0.6496777714488501,0.75763752683497,0.0,0.5,-0.9999999995881507
-0.9999999999999954,-0.999999999999917,-0.9999999999958388,-0.6384963907268572,-0.6314148577093666,0.7414093377868802,0.0,0.5,-0.9999999995738599
-0.999999999999995,-0.9999999999999154,-0.9999999999955493,-0.6523453462163331,-0.6201271832456685,0.7073847152824158,0.0,0.5,-0.9999999995728385
-0.9999999999999947,-0.9999999999999118,-0.9999999999955184,-0.6528912930270159,-0.6053092277884073,0.6061927471619335,0.0,0.5,-0.9999999995544075
-0.9999999999999944,-0.9999999999999091,-0.9999999999954532,-0.6547252695809371,-0.5862994719642048,0.6049580797440295,0.0,0.5,-0.9999999995405615
-0.9999999999999941,-0.999999999999906,-0.9999999999953391,-0.6631684224878043,-0.575610719939321,0.5946926370885397,0.0,0.5,-0.9999999995467214
-0.999999999999994,-0.9999999999999041,-0.9999999999953675,-0.6644786560809708,-0.5619189506947591,0.5515356187663316,0.0,0.5,-0.9999999995358736
-0.9999999999999937,-0.999999999999904,-0.9999999999952329,-0.6666034690960587,-0.5487580591487693,0.49715105838768126,0.0,0.5,-0.9999999995403264
-0.9999999999999934,-0.9999999999999002,-0.9999999999952929,-0.6697969214712619,-0.5357864774929915,0.4844458272627834,0.0,0.5,-0.9999999995212925
-0.9999999999999932,-0.9999999999998983,-0.9999999999951401,-0.6737989130459074,-0.5261443199845621,0.46338643650977884,0.0,0.5,-0.9999999995261574
